dataset,model,cal_size,test_size,n_classes,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
volcanoes-a4,RandomForest,1363,152,5,0.13977954545018909,0.3264375505469977,0.05520135164260864,0.8947368264198303,0.12340734526515007
volcanoes-a4,XGBoost,1363,152,5,0.13979799432334095,0.338546558237442,0.06415709108114243,0.9144737124443054,0.15883011743426323
volcanoes-b1,CatBoost,9158,1018,5,0.054558023722175206,0.13924172288996645,0.014468727633357048,0.968565821647644,0.8970985300838947
volcanoes-b1,ExtraTrees,9158,1018,5,0.053961661913909026,0.14068868658864034,0.010592412203550339,0.9695481061935425,0.6960345916450024
volcanoes-b1,LightGBM,9158,1018,5,0.05588504783939581,0.14560252893741302,0.010295271873474121,0.9656188488006592,0.8017646111547947
volcanoes-b1,LinearModel,9158,1018,5,0.05480020164575347,0.14208627048073494,0.010526686906814575,0.968565821647644,0.8022295869886875
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05497164216454272,0.1431127934009474,0.01096856314688921,0.968565821647644,0.8993461988866329
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05466420765990971,0.14435299958909964,0.012280084192752838,0.9705304503440857,0.9365032576024532
volcanoes-b1,RandomForest,9158,1018,5,0.0545034721515033,0.1419398248169566,0.010722710750997066,0.968565821647644,0.6436589956283569
volcanoes-b1,XGBoost,9158,1018,5,0.0547654091397827,0.14489203155401909,0.011917566880583763,0.968565821647644,0.8489633090794086
volcanoes-b2,CatBoost,9601,1067,5,0.051048090353984485,0.13645503159863942,0.01009454857558012,0.9681349396705627,0.709358599036932
volcanoes-b2,ExtraTrees,9601,1067,5,0.05058211893278324,0.13386747227186457,0.01362923439592123,0.9671977758407593,0.6788333877921104
volcanoes-b2,LightGBM,9601,1067,5,0.052623226903314564,0.14039786000585364,0.014125983230769634,0.969072163105011,0.8408441506326199
volcanoes-b2,LinearModel,9601,1067,5,0.0512892796922161,0.13603957136169373,0.011866697110235691,0.9700093865394592,0.8223140016198158
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.050830011589383765,0.13380945289798074,0.011365026235580444,0.969072163105011,0.8478546254336834
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05095738637730495,0.13410299531792863,0.012856719084084034,0.969072163105011,0.754616167396307
volcanoes-b2,RandomForest,9601,1067,5,0.05071355530149306,0.1360905928347846,0.014754457399249077,0.9700093865394592,0.6157670691609383
volcanoes-b2,XGBoost,9601,1067,5,0.0502713379112472,0.13508037329803332,0.01318903174251318,0.9700093865394592,0.7137264646589756
volcanoes-b5,CatBoost,8990,999,5,0.05605756711255979,0.13867208824196237,0.013558880425989628,0.966966986656189,0.6751036643981934
volcanoes-b5,ExtraTrees,8990,999,5,0.0571222623852973,0.14125288083497856,0.0131002739071846,0.966966986656189,0.648234348744154
volcanoes-b5,LightGBM,8990,999,5,0.05664866714389434,0.1416663340949811,0.013127531856298447,0.9639639854431152,0.883882611989975
volcanoes-b5,LinearModel,8990,999,5,0.05673376003793631,0.14025308203713205,0.012674420140683651,0.965965986251831,0.6787698417901993
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.0573223783725118,0.1412101744721629,0.013817006722092628,0.965965986251831,0.7672161348164082
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05712670745084698,0.14287439104930852,0.013943937607109547,0.965965986251831,0.671102911233902
volcanoes-b5,RandomForest,8990,999,5,0.05679607843406283,0.14170053315578962,0.009660154581069946,0.966966986656189,0.5084610693156719
volcanoes-b5,XGBoost,8990,999,5,0.05622219970344029,0.1435987663416155,0.014967532828450203,0.9679679870605469,0.7108411267399788
volcanoes-b6,CatBoost,9117,1013,5,0.06387535136321286,0.1673549717425778,0.017052728682756424,0.9644619822502136,0.7637556158006191
volcanoes-b6,ExtraTrees,9117,1013,5,0.0638223216441756,0.17061722825884973,0.010746072977781296,0.9644619822502136,0.6862610951066017
volcanoes-b6,LightGBM,9117,1013,5,0.06367012485111724,0.16767921420037832,0.011647904291749,0.9624876379966736,0.7255816832184792
volcanoes-b6,LinearModel,9117,1013,5,0.06499033979805204,0.17232960336297778,0.013070422224700451,0.9644619822502136,0.8587253466248512
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.0648864322176,0.17197648500172247,0.014349643141031265,0.9624876379966736,0.7805012203752995
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06489843867084702,0.1719925912503866,0.015844928100705147,0.9634748101234436,0.86978430300951
volcanoes-b6,RandomForest,9117,1013,5,0.06449407263626128,0.17030804975251687,0.01284064631909132,0.9615004658699036,0.5335975810885429
volcanoes-b6,XGBoost,9117,1013,5,0.06287610027476997,0.16958990370909693,0.00847550667822361,0.9634748101234436,0.7776769660413265
volcanoes-d1,CatBoost,7877,876,5,0.09947594732698758,0.250850520674742,0.006252671591937542,0.9452054500579834,0.5754862539470196
volcanoes-d1,ExtraTrees,7877,876,5,0.10062491694582963,0.2569384794249259,0.012394814752042294,0.9440639019012451,0.3921421319246292
volcanoes-d1,LightGBM,7877,876,5,0.10044490334492163,0.2554809674934136,0.012533147819340229,0.9440639019012451,0.5592342242598534
volcanoes-d1,LinearModel,7877,876,5,0.09972421845588614,0.25130742204733825,0.013425362296402454,0.9429223537445068,0.4021853394806385
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.09993538330680132,0.25138407211628583,0.007101541850715876,0.9429223537445068,0.6515374481678009
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10043711803192831,0.25435156029444655,0.007452232763171196,0.9429223537445068,0.637380838394165
volcanoes-d1,RandomForest,7877,876,5,0.10102317993696062,0.26095008066600783,0.009635236114263535,0.9440639019012451,0.47441964223980904
volcanoes-d1,XGBoost,7877,876,5,0.0994169348294088,0.25238214600686876,0.017884863540530205,0.9440639019012451,0.5492102429270744
volcanoes-d4,CatBoost,7788,866,5,0.09489162504269494,0.23390032219492818,0.014198776334524155,0.9445727467536926,0.5067156255245209
volcanoes-d4,ExtraTrees,7788,866,5,0.09714912287517677,0.2402895721368438,0.016905073076486588,0.943418025970459,0.41375116631388664
volcanoes-d4,LightGBM,7788,866,5,0.09686641924321818,0.2385257247047146,0.010565422475337982,0.943418025970459,0.44013409316539764
volcanoes-d4,LinearModel,7788,866,5,0.0969908556617701,0.23813670274918525,0.008840195834636688,0.943418025970459,0.4590774402022362
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09708273298282273,0.23666234695238875,0.01792116090655327,0.943418025970459,0.6018591113388538
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09643293791627996,0.23670084690765095,0.011359883472323418,0.943418025970459,0.6916651427745819
volcanoes-d4,RandomForest,7788,866,5,0.09750554694083817,0.24059475618159512,0.018856795504689217,0.943418025970459,0.3914321959018707
volcanoes-d4,XGBoost,7788,866,5,0.09739332240899531,0.24193381417312362,0.018664902076125145,0.943418025970459,0.4106377065181732
volcanoes-e1,CatBoost,1064,119,5,0.15661577011915528,0.3643756763107634,0.0478970967233181,0.9075630307197571,0.09927357360720634
volcanoes-e1,ExtraTrees,1064,119,5,0.1609354429929216,0.3755798044069993,0.0371338352560997,0.9075630307197571,0.09464030712842941
volcanoes-e1,LightGBM,1064,119,5,0.16087593915552717,0.38104130767748723,0.027552494779229164,0.9075630307197571,0.11122285202145576
volcanoes-e1,LinearModel,1064,119,5,0.16361120946921393,0.3700107178245881,0.043420057743787766,0.9075630307197571,0.09906875342130661
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15631604588841672,0.3625376567854071,0.036672186106443405,0.9075630307197571,0.12609855458140373
volcanoes-e1,NeuralNetTorch,1064,119,5,0.15964810920754108,0.3815054022430331,0.039652131497859955,0.9075630307197571,0.1131683774292469
volcanoes-e1,RandomForest,1064,119,5,0.16671633264322216,0.39386243409954647,0.040105029940605164,0.9075630307197571,0.07996123656630516
volcanoes-e1,XGBoost,1064,119,5,0.16317939936847373,0.3919505988042567,0.035766758024692535,0.9075630307197571,0.10335201397538185
volkert,CatBoost,52479,5831,10,0.39212767933904974,0.7976337261376947,0.015245234593749046,0.7072543501853943,31.722401957958937
volkert,ExtraTrees,52479,5831,10,0.4276952415337827,0.8825219282569191,0.019449401646852493,0.6818727254867554,0.6460763104259968
volkert,LightGBM,52479,5831,10,0.36513927948797975,0.7414860143138449,0.012740825302898884,0.7297204732894897,31.540570363402367
volkert,LinearModel,52479,5831,10,0.5434247400668831,1.160748661340636,0.018987789750099182,0.5875493288040161,18.894255317747593
volkert,NeuralNetFastAI,52479,5831,10,0.3569021887659472,0.7256424400486481,0.035207055509090424,0.743611752986908,15.315494246780872
volkert,NeuralNetTorch,52479,5831,10,0.38493764933890323,0.7786853434497096,0.02810228243470192,0.7190876603126526,24.453333277255297
volkert,RandomForest,52479,5831,10,0.42780810649449924,0.88643780316075,0.01642279326915741,0.6883896589279175,11.80686391890049
volkert,XGBoost,52479,5831,10,0.3857438729367485,0.788714400167186,0.014071647077798843,0.7180586457252502,32.384732734411955
wall-robot-navigation,CatBoost,4910,546,4,0.004935639405342544,0.013349736417979517,0.009302501566708088,0.9963369965553284,0.6415105015039444
wall-robot-navigation,ExtraTrees,4910,546,4,0.025420428673740506,0.048208089104603134,0.010365452617406845,0.9853479862213135,0.1183219701051712
wall-robot-navigation,LightGBM,4910,546,4,0.00682960305285292,0.016608369662637783,0.00889397133141756,0.9945054650306702,0.4771088846027851
wall-robot-navigation,LinearModel,4910,546,4,0.36015206494838875,0.6235766334904375,0.03275330364704132,0.721611738204956,0.3049560375511646
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.049443537945640284,0.09351586739147473,0.02199622429907322,0.970695972442627,0.4979712665081024
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05162598190593325,0.09796950727911563,0.019462745636701584,0.9670329689979553,0.5122028589248657
wall-robot-navigation,RandomForest,4910,546,4,0.011541786587299761,0.02135813775534947,0.010266677476465702,0.9926739931106567,0.027667324990034103
wall-robot-navigation,XGBoost,4910,546,4,0.01002898471431623,0.019893465066610026,0.013130410574376583,0.9926739931106567,0.7259273864328861
waveform-5000,CatBoost,4500,500,3,0.19602126867796688,0.3083814353733184,0.03357021138072014,0.8460000157356262,0.3535393439233303
waveform-5000,ExtraTrees,4500,500,3,0.20687494393385084,0.3171902236345608,0.034191980957984924,0.8299999833106995,0.11405226588249207
waveform-5000,LightGBM,4500,500,3,0.20110691736363917,0.31481020846901975,0.030096210539340973,0.8500000238418579,0.36968575045466423
waveform-5000,LinearModel,4500,500,3,0.1878757643986986,0.3028173185652554,0.024792881682515144,0.8640000224113464,0.3082079514861107
waveform-5000,NeuralNetFastAI,4500,500,3,0.18166684368067512,0.28026584214322753,0.025822941213846207,0.8659999966621399,0.3397678956389427
waveform-5000,NeuralNetTorch,4500,500,3,0.17770621636141112,0.27522137956808457,0.03469791263341904,0.8579999804496765,0.3890012614428997
waveform-5000,RandomForest,4500,500,3,0.22447157900664155,0.344564584831787,0.030232124030590057,0.8399999737739563,0.24151485040783882
waveform-5000,XGBoost,4500,500,3,0.2024106526958848,0.31776259627987136,0.02505541779100895,0.8539999723434448,0.363326083868742
wine-quality-red,CatBoost,1439,160,6,0.43774556240187124,0.8331336933090914,0.0824020504951477,0.6937500238418579,0.17655403912067413
wine-quality-red,ExtraTrees,1439,160,6,0.40911187465766136,0.7728232873694102,0.06518838554620743,0.706250011920929,0.05725793167948723
wine-quality-red,LightGBM,1439,160,6,0.4379699104780734,0.8475626375825105,0.053675707429647446,0.699999988079071,0.16930772364139557
wine-quality-red,LinearModel,1439,160,6,0.5633796401422251,1.0066794621726607,0.09236754477024078,0.5375000238418579,0.1562568061053753
wine-quality-red,NeuralNetFastAI,1439,160,6,0.528139562002748,0.958915955142387,0.0690726488828659,0.581250011920929,0.15840710327029228
wine-quality-red,NeuralNetTorch,1439,160,6,0.4969866593453186,0.9217820517770321,0.1113191694021225,0.668749988079071,0.146857388317585
wine-quality-red,RandomForest,1439,160,6,0.42147583689234996,0.8109719879282686,0.03798761963844299,0.706250011920929,0.0818808563053608
wine-quality-red,XGBoost,1439,160,6,0.43878287582237857,0.8490680074854431,0.11498349159955978,0.699999988079071,0.16074363514780998
wine-quality-white,CatBoost,4408,490,7,0.39987307386714127,0.770957787763281,0.0492083765566349,0.7204081416130066,0.508594386279583
wine-quality-white,ExtraTrees,4408,490,7,0.3735586162456818,0.7204350957356467,0.0655413344502449,0.7122448682785034,0.13966456428170204
wine-quality-white,LightGBM,4408,490,7,0.3814721685717123,0.7370156859218926,0.07103834301233292,0.718367338180542,0.5497234836220741
wine-quality-white,LinearModel,4408,490,7,0.5649764294743477,1.0689839595395494,0.06718505173921585,0.5673469305038452,0.4204067997634411
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5112441309775831,0.9368801465948197,0.05098678916692734,0.6040816307067871,0.4522019326686859
wine-quality-white,NeuralNetTorch,4408,490,7,0.5089044306409571,0.9284523752998339,0.048065245151519775,0.6081632375717163,0.4617506079375744
wine-quality-white,RandomForest,4408,490,7,0.38030356922079217,0.7357775234432681,0.05515791475772858,0.7081632614135742,0.12841205298900604
wine-quality-white,XGBoost,4408,490,7,0.39360644937213757,0.7545696419584873,0.07420153170824051,0.7081632614135742,0.5144279450178146
