dataset,model,cal_size,test_size,n_classes,Spline_brier,Spline_logloss,Spline_ece-15,Spline_accuracy,Spline_time
volcanoes-b1,CatBoost,9158,1018,5,0.05450438922766782,0.1393578591122302,0.009724084287881851,0.968565821647644,3.0459400119725615
volcanoes-b1,ExtraTrees,9158,1018,5,0.05454416267011699,0.14270449181539147,0.009628901258111,0.968565821647644,4.139384190086275
volcanoes-b1,LightGBM,9158,1018,5,0.05603175005477294,0.1461463126751294,0.008267777040600777,0.9666011929512024,3.352077435934916
volcanoes-b1,LinearModel,9158,1018,5,0.05458222468259178,0.14173361087080363,0.007560958620160818,0.968565821647644,3.799554853932932
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.054318250541340714,0.14071275542350645,0.00550521956756711,0.968565821647644,3.7388179609552026
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05470440793635008,0.14231077627953503,0.010223512537777424,0.9695481061935425,4.053285800036974
volcanoes-b1,RandomForest,9158,1018,5,0.05488999410895109,0.14253370133339985,0.006818689405918121,0.9675834774971008,4.10924152797088
volcanoes-b1,XGBoost,9158,1018,5,0.054888061271474914,0.1436178518805993,0.009785275906324387,0.968565821647644,3.03725203697104
volcanoes-b2,CatBoost,9601,1067,5,0.0505762642044872,0.1338313786860297,0.008259128779172897,0.9681349396705627,2.9670493049779907
volcanoes-b2,ExtraTrees,9601,1067,5,0.050317755119726186,0.13276945392070663,0.009583919309079647,0.9700093865394592,4.040572257945314
volcanoes-b2,LightGBM,9601,1067,5,0.05219764851014777,0.1388764162219787,0.01173554640263319,0.9671977758407593,3.749740739003755
volcanoes-b2,LinearModel,9601,1067,5,0.0509298526175551,0.13441145523836628,0.00821545161306858,0.9700093865394592,3.7297344759572297
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05051623149709008,0.13194245575025032,0.008027785457670689,0.9700093865394592,4.373109184904024
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05067338619776407,0.13345568054475077,0.009485545568168163,0.969072163105011,3.0968383610015735
volcanoes-b2,RandomForest,9601,1067,5,0.05073943813710643,0.1349211733812191,0.0094707440584898,0.969072163105011,3.8476604419993237
volcanoes-b2,XGBoost,9601,1067,5,0.05031708330467722,0.13403251087883034,0.00998922809958458,0.9681349396705627,2.853910507983528
volcanoes-b5,CatBoost,8990,999,5,0.05607684265344916,0.1370548758771472,0.012291447259485722,0.966966986656189,2.705940707004629
volcanoes-b5,ExtraTrees,8990,999,5,0.05687890466571916,0.13931471524917008,0.012168067507445812,0.965965986251831,3.6074012429453433
volcanoes-b5,LightGBM,8990,999,5,0.05724436894808354,0.1421147599244327,0.010712815448641777,0.9639639854431152,3.0625383459264413
volcanoes-b5,LinearModel,8990,999,5,0.05681359799935048,0.14043176825815176,0.011157055385410786,0.9649649858474731,3.610444338992238
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05710734443604932,0.140674718172713,0.012417548336088657,0.9639639854431152,3.7148575560422614
volcanoes-b5,NeuralNetTorch,8990,999,5,0.056902519156859406,0.14288641313188116,0.007951672188937664,0.9649649858474731,2.778775474987924
volcanoes-b5,RandomForest,8990,999,5,0.05837124754422458,0.14467856283397373,0.01415139902383089,0.9629629850387573,3.9273224120261148
volcanoes-b5,XGBoost,8990,999,5,0.05551363774084939,0.1409448820468086,0.012598102912306786,0.9679679870605469,2.755175129044801
volcanoes-b6,CatBoost,9117,1013,5,0.06336733532683765,0.16569835332889432,0.012053092941641808,0.9634748101234436,2.830376122961752
volcanoes-b6,ExtraTrees,9117,1013,5,0.06302976681171919,0.16615650733307738,0.011941452510654926,0.9644619822502136,3.4797409819439054
volcanoes-b6,LightGBM,9117,1013,5,0.0629715687400243,0.165304964252992,0.009739158675074577,0.9634748101234436,3.6144423140212893
volcanoes-b6,LinearModel,9117,1013,5,0.06377211463069114,0.16945619316347224,0.01568940281867981,0.9644619822502136,3.705319664091803
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06333804747961877,0.17160120553915434,0.01588139496743679,0.9644619822502136,4.3021614329190925
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.0637118448242577,0.16885625975550228,0.01796593889594078,0.9644619822502136,3.502635186072439
volcanoes-b6,RandomForest,9117,1013,5,0.064335850865618,0.16847208378360293,0.00889186654239893,0.9624876379966736,3.8167432139161974
volcanoes-b6,XGBoost,9117,1013,5,0.061996315688258,0.16661791383742625,0.0061937361024320126,0.9634748101234436,3.063471346977167
volcanoes-d1,CatBoost,7877,876,5,0.09971022967449314,0.2507247615115536,0.016327761113643646,0.9440639019012451,2.3438105690293014
volcanoes-d1,ExtraTrees,7877,876,5,0.09985544512230093,0.25611917023336683,0.011999364010989666,0.9440639019012451,3.464945944957435
volcanoes-d1,LightGBM,7877,876,5,0.10028934704920353,0.25351127017558933,0.009648951701819897,0.9440639019012451,2.5064793470082805
volcanoes-d1,LinearModel,7877,876,5,0.0996760289649471,0.2527336882868822,0.01060514710843563,0.9440639019012451,2.98016135499347
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.09994852077589081,0.2534186303176905,0.0123197166249156,0.9440639019012451,3.899280890938826
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09988816438744895,0.25359920688665194,0.01004575751721859,0.9440639019012451,3.200752038974315
volcanoes-d1,RandomForest,7877,876,5,0.10067112346817202,0.2585246493171769,0.009418414905667305,0.9440639019012451,2.7892103660851717
volcanoes-d1,XGBoost,7877,876,5,0.0995836900694571,0.251928212667408,0.01155198272317648,0.9440639019012451,2.5602978708921
volcanoes-d4,CatBoost,7788,866,5,0.09679623594984332,0.2365432160865255,0.014971436932682991,0.943418025970459,2.65876235102769
volcanoes-d4,ExtraTrees,7788,866,5,0.09771701263489331,0.23940089214803686,0.015153482556343079,0.943418025970459,3.0828008099924773
volcanoes-d4,LightGBM,7788,866,5,0.09748827705893946,0.2387563542284797,0.014804719015955925,0.943418025970459,2.5766102590132505
volcanoes-d4,LinearModel,7788,866,5,0.09666634169062609,0.23680336287860773,0.018698662519454956,0.943418025970459,3.0658403020352125
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.0968077070580489,0.2370076144607633,0.018485311418771744,0.943418025970459,3.556209478992969
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09694531291557199,0.2373617055998881,0.017497975379228592,0.943418025970459,3.647154130972922
volcanoes-d4,RandomForest,7788,866,5,0.09825621684749368,0.24395142198826258,0.014701788313686848,0.943418025970459,3.0178527060197666
volcanoes-d4,XGBoost,7788,866,5,0.09774385388605902,0.2418977643856711,0.013082865625619888,0.943418025970459,2.3254970089765266
volcanoes-e1,CatBoost,1064,119,5,0.1566732252038195,0.3775457569775109,0.0294056236743927,0.9075630307197571,0.788319509010762
volcanoes-e1,ExtraTrees,1064,119,5,0.16344452160854273,0.3964734003096406,0.05155621096491814,0.9075630307197571,0.8553399519296363
volcanoes-e1,LightGBM,1064,119,5,0.16152710494406994,0.3972208156892124,0.03755476698279381,0.9075630307197571,0.7160752119962126
volcanoes-e1,LinearModel,1064,119,5,0.16446039650767108,0.38947470671015916,0.042300060391426086,0.9075630307197571,0.8363052260829136
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15715242293071155,0.3683284572898366,0.04859832674264908,0.9075630307197571,0.985189640079625
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16149277665602496,0.3942055388943414,0.036003079265356064,0.9075630307197571,0.8130919029936194
volcanoes-e1,RandomForest,1064,119,5,0.16821361946209953,0.41865701968561053,0.03593774139881134,0.9075630307197571,1.1285451439907774
volcanoes-e1,XGBoost,1064,119,5,0.1613391723634704,0.3930332682392804,0.05214197561144829,0.9075630307197571,0.8036098009906709
volkert,CatBoost,52479,5831,10,0.3919093386805297,0.7954399873517412,0.015476157888770103,0.7081118226051331,61.02097217703704
volkert,ExtraTrees,52479,5831,10,0.4275483549425723,0.8836845965623575,0.022316910326480865,0.6817012429237366,68.62051020702347
volkert,LightGBM,52479,5831,10,0.36454395345866875,0.7396741617121234,0.015431257896125317,0.7304064631462097,61.48991109197959
volkert,LinearModel,52479,5831,10,0.5431380299428028,1.159134099570969,0.021639171987771988,0.5897787809371948,63.58853727101814
volkert,NeuralNetFastAI,52479,5831,10,0.3563684675428434,0.7238610348701993,0.03044961765408516,0.7425827383995056,58.80150139902253
volkert,NeuralNetTorch,52479,5831,10,0.38426491154590553,0.7766768053119321,0.023253044113516808,0.7175441384315491,60.712090644054115
volkert,RandomForest,52479,5831,10,0.4273797251688514,0.884232542867506,0.017023317515850067,0.6873606443405151,59.03097723796964
volkert,XGBoost,52479,5831,10,0.38545352779279657,0.7877770046183196,0.013314178213477135,0.7213171124458313,62.919616300961934
wall-robot-navigation,CatBoost,4910,546,4,0.004590409590538777,0.00747223850463693,0.004536573309451342,0.9963369965553284,2.767407061997801
wall-robot-navigation,ExtraTrees,4910,546,4,0.02507569845619649,0.044220460706603695,0.009006515145301819,0.9853479862213135,2.0841152139473706
wall-robot-navigation,LightGBM,4910,546,4,0.006343825951537489,0.00989342642386844,0.003608653089031577,0.9945054650306702,2.7976840330520645
wall-robot-navigation,LinearModel,4910,546,4,0.36090782309767144,0.6241949458964051,0.03970715031027794,0.7142857313156128,3.265441957046278
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04756906161085177,0.09128082712114446,0.024276437237858772,0.970695972442627,3.0869515750091523
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05178268174284466,0.09487613389222349,0.01310361921787262,0.9652014374732971,3.204041475080885
wall-robot-navigation,RandomForest,4910,546,4,0.011658066353327442,0.01961246729618509,0.006489235907793045,0.9926739931106567,1.7544185840524733
wall-robot-navigation,XGBoost,4910,546,4,0.008324180303690615,0.012803406609900505,0.006559391040354967,0.9926739931106567,2.6604638579301536
waveform-5000,CatBoost,4500,500,3,0.19765369683066436,0.30904002590869295,0.04134795069694519,0.8420000076293945,2.172877499018796
waveform-5000,ExtraTrees,4500,500,3,0.20738366263850644,0.31934284712583694,0.046930547803640366,0.8360000252723694,1.7396730979671702
waveform-5000,LightGBM,4500,500,3,0.200716848893132,0.31483643849413695,0.03023097664117813,0.8519999980926514,1.9618885600939393
waveform-5000,LinearModel,4500,500,3,0.1899145950696434,0.30864677378481525,0.018609166145324707,0.8640000224113464,2.2018248109379783
waveform-5000,NeuralNetFastAI,4500,500,3,0.1815120134022198,0.2805085593817098,0.026067577302455902,0.8640000224113464,2.0299238099250942
waveform-5000,NeuralNetTorch,4500,500,3,0.18134737038099663,0.27704266383743303,0.016594991087913513,0.8619999885559082,1.9872307879850268
waveform-5000,RandomForest,4500,500,3,0.2247733475468049,0.34888056390069017,0.022969696670770645,0.8339999914169312,1.9149778860155493
waveform-5000,XGBoost,4500,500,3,0.20110764894539068,0.3171976052184128,0.025700606405735016,0.8619999885559082,1.9191052210517228
wine-quality-red,CatBoost,1439,160,6,0.4349964975305635,0.8144203107627137,0.057979218661785126,0.706250011920929,1.6174042910570279
wine-quality-red,ExtraTrees,1439,160,6,0.4005243903470439,0.7764693642849011,0.07912133634090424,0.706250011920929,1.661612180992961
wine-quality-red,LightGBM,1439,160,6,0.43563431872520564,0.851176508286073,0.053502824157476425,0.7124999761581421,1.4002948959823698
wine-quality-red,LinearModel,1439,160,6,0.5596206868190122,0.9919438946668272,0.10227163881063461,0.5375000238418579,1.4987715890165418
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5286751895456947,0.9458598895393197,0.10376130044460297,0.5874999761581421,1.365108435973525
wine-quality-red,NeuralNetTorch,1439,160,6,0.49184797603557345,0.9073493176638291,0.0491175502538681,0.6499999761581421,1.383393517928198
wine-quality-red,RandomForest,1439,160,6,0.42075870282682953,0.8218880546421466,0.05430445447564125,0.71875,1.5809321289416403
wine-quality-red,XGBoost,1439,160,6,0.431913543962463,0.8345804100029296,0.04508422687649727,0.699999988079071,1.4415128550026566
wine-quality-white,CatBoost,4408,490,7,0.39752796873479596,0.7620752012263428,0.07339674234390259,0.718367338180542,3.0705625819973648
wine-quality-white,ExtraTrees,4408,490,7,0.3718513930053273,0.7170485745848658,0.05290161445736885,0.7142857313156128,3.9189215309452266
wine-quality-white,LightGBM,4408,490,7,0.38053672107283,0.7281487142518311,0.06406152993440628,0.7142857313156128,2.4999393300386146
wine-quality-white,LinearModel,4408,490,7,0.5674943787585549,1.077827091962087,0.046709250658750534,0.5612244606018066,3.685587894055061
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5112334668680294,0.9340589052890863,0.045832060277462006,0.6204081773757935,3.699740736046806
wine-quality-white,NeuralNetTorch,4408,490,7,0.5063852837181999,0.9249079255880952,0.057243797928094864,0.6061224341392517,3.1590002150041983
wine-quality-white,RandomForest,4408,490,7,0.3831422862062042,0.7415921576956683,0.06747756898403168,0.704081654548645,3.559500382980332
wine-quality-white,XGBoost,4408,490,7,0.3917998602684782,0.7496304731950807,0.07345902174711227,0.7020407915115356,2.771684342995286
