dataset,model,cal_size,test_size,n_classes,CatBoost_brier,CatBoost_logloss,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
volcanoes-a4,XGBoost,1363,152,5,0.13286907430552944,0.31298779066696514,0.04668183997273445,0.9144737124443054,0.7460566507652402
volcanoes-b1,CatBoost,9158,1018,5,0.053799830838653306,0.13947170430162936,0.007991466671228409,0.9675834774971008,2.1216405257582664
volcanoes-b1,ExtraTrees,9158,1018,5,0.05348379207509708,0.139182631763433,0.010330588556826115,0.968565821647644,2.507990435231477
volcanoes-b1,LightGBM,9158,1018,5,0.054856840683653346,0.14328843754302545,0.008723846636712551,0.9656188488006592,2.47478544479236
volcanoes-b1,LinearModel,9158,1018,5,0.054362059035773826,0.14155964533169457,0.006294221617281437,0.968565821647644,2.1631893031299114
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.053656407990057275,0.14022498115581203,0.009821313433349133,0.9695481061935425,2.151283357758075
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.053498615557072256,0.1404257365497967,0.008248738944530487,0.9705304503440857,2.1830631871707737
volcanoes-b1,RandomForest,9158,1018,5,0.054192282932118266,0.13912727885327103,0.008502144366502762,0.9666011929512024,4.361185253132135
volcanoes-b1,XGBoost,9158,1018,5,0.05317238403787765,0.1399095663431866,0.012305391021072865,0.968565821647644,2.252431815955788
volcanoes-b2,CatBoost,9601,1067,5,0.05058550001223905,0.1331828719042251,0.00799961294978857,0.9681349396705627,2.4459819607436657
volcanoes-b2,ExtraTrees,9601,1067,5,0.05025910441245037,0.13218950430819912,0.008012359030544758,0.9681349396705627,2.505106333643198
volcanoes-b2,LightGBM,9601,1067,5,0.05186604230040516,0.1367538728059567,0.009099607355892658,0.969072163105011,2.4369405140168965
volcanoes-b2,LinearModel,9601,1067,5,0.05013958286292621,0.13234884010578685,0.007824587635695934,0.969072163105011,2.5412184982560575
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05041070304202028,0.13178178484768083,0.009257464669644833,0.969072163105011,2.9430631338618696
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05069949441086695,0.13309153066625454,0.010781615041196346,0.969072163105011,2.1495992462150753
volcanoes-b2,RandomForest,9601,1067,5,0.05033343262019529,0.13379729076152228,0.01000363938510418,0.9709465503692627,2.3120062919333577
volcanoes-b2,XGBoost,9601,1067,5,0.050221706366440445,0.13411276667556152,0.0075597818940877914,0.9671977758407593,2.3605263009667397
volcanoes-b5,CatBoost,8990,999,5,0.05618856749143983,0.13915525065983347,0.01538048591464758,0.966966986656189,2.1486331783235073
volcanoes-b5,ExtraTrees,8990,999,5,0.05763703907786809,0.14270595421520976,0.012866386212408543,0.965965986251831,2.3909069779329
volcanoes-b5,LightGBM,8990,999,5,0.057226678104294104,0.14065668882786908,0.015061470679938793,0.9639639854431152,2.1774217798374593
volcanoes-b5,LinearModel,8990,999,5,0.05727572016876397,0.14127299602941482,0.01160911563783884,0.965965986251831,2.104646427091211
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05765298466364494,0.14087462060600447,0.011586119420826435,0.9649649858474731,2.156133397947997
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05715604548122225,0.14126704747339855,0.011149343103170395,0.9639639854431152,2.2269402970559895
volcanoes-b5,RandomForest,8990,999,5,0.05799034353631617,0.14373955825880483,0.01096893846988678,0.966966986656189,4.193615757860243
volcanoes-b5,XGBoost,8990,999,5,0.05518411399251863,0.1404406980139569,0.016125494614243507,0.966966986656189,2.2060960489325225
volcanoes-b6,CatBoost,9117,1013,5,0.06357449093656709,0.1679439161521795,0.011655151844024658,0.9624876379966736,2.898402085993439
volcanoes-b6,ExtraTrees,9117,1013,5,0.0634368634246706,0.1673366741759935,0.01230576355010271,0.9644619822502136,2.30772069003433
volcanoes-b6,LightGBM,9117,1013,5,0.06380498350610543,0.16781501166120275,0.01227282639592886,0.9634748101234436,1.9889354910701513
volcanoes-b6,LinearModel,9117,1013,5,0.06382545275270224,0.16991365879115078,0.012737342156469822,0.9644619822502136,2.2336315498687327
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06403152872718437,0.169287657492535,0.014629323035478592,0.9624876379966736,2.052686362992972
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06435585085553465,0.17113518084780263,0.01787053607404232,0.9644619822502136,2.209451640956104
volcanoes-b6,RandomForest,9117,1013,5,0.0641957370349266,0.16917046837000066,0.011207439005374908,0.9634748101234436,2.4960630550049245
volcanoes-b6,XGBoost,9117,1013,5,0.062331362675091845,0.16584574641151387,0.014917463064193726,0.9624876379966736,2.4832698167301714
volcanoes-d1,CatBoost,7877,876,5,0.10001888558022512,0.2520380314613829,0.014486119151115417,0.9440639019012451,2.063320776913315
volcanoes-d1,ExtraTrees,7877,876,5,0.10030978074941165,0.25325732809324775,0.012832402251660824,0.9440639019012451,2.4729573661461473
volcanoes-d1,LightGBM,7877,876,5,0.10018492899146082,0.25236045369607224,0.011074308305978775,0.9440639019012451,1.9683899930678308
volcanoes-d1,LinearModel,7877,876,5,0.09975720527258793,0.25085178318870566,0.013315880671143532,0.9440639019012451,1.927082353271544
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10022202517111548,0.2521605009499872,0.008470661006867886,0.9440639019012451,1.984451905824244
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09995487875336956,0.2520760329734657,0.008922680281102657,0.9440639019012451,1.8969279881566763
volcanoes-d1,RandomForest,7877,876,5,0.10113349307873735,0.2564707887138858,0.014134506694972515,0.9440639019012451,2.7172567332163453
volcanoes-d1,XGBoost,7877,876,5,0.09931964283032287,0.25119709073367846,0.012067865580320358,0.9440639019012451,1.975405062083155
volcanoes-d4,CatBoost,7788,866,5,0.09652482428823261,0.2356846602483531,0.018406441435217857,0.943418025970459,1.9755617058835924
volcanoes-d4,ExtraTrees,7788,866,5,0.097001749158708,0.23820857736665524,0.014366510324180126,0.943418025970459,2.0045170532539487
volcanoes-d4,LightGBM,7788,866,5,0.09633860620311263,0.23648183505803028,0.017442479729652405,0.943418025970459,2.1895037442445755
volcanoes-d4,LinearModel,7788,866,5,0.09712185698290444,0.2376706231263301,0.01504026260226965,0.943418025970459,1.8080713050439954
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09760837951288805,0.2387753047725115,0.01734018512070179,0.943418025970459,1.7334400941617787
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09763973804820247,0.2392262457335827,0.015944186598062515,0.943418025970459,1.7874728422611952
volcanoes-d4,RandomForest,7788,866,5,0.0967818421335365,0.23723231324906396,0.010104194283485413,0.943418025970459,2.1025695027783513
volcanoes-d4,XGBoost,7788,866,5,0.09706897436523991,0.237907267048367,0.01121109165251255,0.943418025970459,2.0577680887654424
volcanoes-e1,CatBoost,1064,119,5,0.16140143671437182,0.37455429496701104,0.035663675516843796,0.8991596698760986,0.8578986939974129
volcanoes-e1,ExtraTrees,1064,119,5,0.16567261411836343,0.3839440875638408,0.05198400095105171,0.9075630307197571,0.7609666381031275
volcanoes-e1,LightGBM,1064,119,5,0.16118353510121064,0.38552297741358105,0.057682380080223083,0.9075630307197571,0.9418964250944555
volcanoes-e1,LinearModel,1064,119,5,0.16400288457147247,0.3845395115986347,0.05194506049156189,0.9075630307197571,1.0065376316197217
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.1576946221268071,0.36183439030466863,0.03743012994527817,0.9075630307197571,0.8458977392874658
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16112395430340232,0.37598999105649944,0.04892105981707573,0.9075630307197571,0.7492530820891261
volcanoes-e1,RandomForest,1064,119,5,0.1699769896998554,0.4034970549502225,0.048552222549915314,0.9075630307197571,0.9414170659147203
volcanoes-e1,XGBoost,1064,119,5,0.16286617363433886,0.38888945026794863,0.031918980181217194,0.9075630307197571,0.7105425116606057
volkert,CatBoost,52479,5831,10,0.3878497745880731,0.7879400611098522,0.018978895619511604,0.709483802318573,105.46474358765408
volkert,ExtraTrees,52479,5831,10,0.41267255159650673,0.8518815763810795,0.014890588819980621,0.6979934573173523,115.81267616292462
volkert,LightGBM,52479,5831,10,0.35679361432902784,0.7246451804135109,0.012014131993055344,0.7379523515701294,114.54822227591649
volkert,LinearModel,52479,5831,10,0.5178877867050089,1.0857153112733178,0.0180750023573637,0.6108729243278503,162.632982253097
volkert,NeuralNetFastAI,52479,5831,10,0.35739138049253655,0.7262095859673113,0.027550313621759415,0.7405247688293457,99.3138238247484
volkert,NeuralNetTorch,52479,5831,10,0.38525579538057936,0.7795794059588507,0.024440515786409378,0.7135997414588928,93.45557772601023
volkert,RandomForest,52479,5831,10,0.41369411360710034,0.8568310689755836,0.017305726185441017,0.6950780153274536,112.81087450264022
volkert,XGBoost,52479,5831,10,0.3749700911014436,0.7669997035847188,0.01227976568043232,0.7237180471420288,133.89416370727122
wall-robot-navigation,CatBoost,4910,546,4,0.003736994527291236,0.007751622909569905,0.006347345188260078,1.0,1.7153988028876483
wall-robot-navigation,ExtraTrees,4910,546,4,0.02794231079069679,0.05166371370154998,0.009463482536375523,0.9816849827766418,2.37640348309651
wall-robot-navigation,LightGBM,4910,546,4,0.0043146171126668695,0.008761309201296062,0.00618181424215436,0.9963369965553284,2.1496780356392264
wall-robot-navigation,LinearModel,4910,546,4,0.26765702116988505,0.45939679358627705,0.052341312170028687,0.8095238208770752,7.171409878414124
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.046627712050456474,0.0884308022864355,0.016900263726711273,0.970695972442627,2.2011677152477205
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.051457809897843605,0.10186469618411931,0.021506087854504585,0.9652014374732971,2.059450665023178
wall-robot-navigation,RandomForest,4910,546,4,0.013536950603054798,0.029058930770780995,0.006335220765322447,0.9926739931106567,1.6036652927286923
wall-robot-navigation,XGBoost,4910,546,4,0.009328908907609275,0.013438166943858736,0.007002121768891811,0.9908424615859985,2.4433994186110795
waveform-5000,CatBoost,4500,500,3,0.19798933728911275,0.3127979347505654,0.036871083080768585,0.8539999723434448,2.233958784956485
waveform-5000,ExtraTrees,4500,500,3,0.2103159298777858,0.32053499932059903,0.042672716081142426,0.8320000171661377,1.8956034779548645
waveform-5000,LightGBM,4500,500,3,0.198695049363998,0.31236991676718734,0.03283889591693878,0.8479999899864197,1.9046110739000142
waveform-5000,LinearModel,4500,500,3,0.18391334634328915,0.2886231098440018,0.01972874067723751,0.8659999966621399,1.9924658546224236
waveform-5000,NeuralNetFastAI,4500,500,3,0.18227300649037123,0.2812831933618752,0.033051807433366776,0.8600000143051147,1.7422491069883108
waveform-5000,NeuralNetTorch,4500,500,3,0.1825579874606738,0.28805597408914463,0.02355099283158779,0.8619999885559082,1.4911570409312844
waveform-5000,RandomForest,4500,500,3,0.22508125967271736,0.3459478555170823,0.030020197853446007,0.828000009059906,1.8547106347978115
waveform-5000,XGBoost,4500,500,3,0.20223417639381303,0.3181431298684941,0.029772788286209106,0.8479999899864197,2.031083852984011
wine-quality-red,CatBoost,1439,160,6,0.44697401976939644,0.8284368890263961,0.06997611373662949,0.6937500238418579,1.4201109479181468
wine-quality-red,ExtraTrees,1439,160,6,0.4108919665032348,0.7613178049573173,0.08666497468948364,0.668749988079071,1.4665170637890697
wine-quality-red,LightGBM,1439,160,6,0.43985397651489244,0.8239909515325262,0.06905078887939453,0.699999988079071,1.130521023645997
wine-quality-red,LinearModel,1439,160,6,0.5630550810873054,0.989084104208402,0.06777040660381317,0.550000011920929,1.1668001939542592
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5293172252172105,0.9454827764342706,0.10546030104160309,0.543749988079071,1.286049643997103
wine-quality-red,NeuralNetTorch,1439,160,6,0.4979368909287031,0.9119142081199361,0.07984468340873718,0.637499988079071,1.1149513069540262
wine-quality-red,RandomForest,1439,160,6,0.4200854198866189,0.8013039802829842,0.08798308670520782,0.7124999761581421,1.4402758898213506
wine-quality-red,XGBoost,1439,160,6,0.4400707161609144,0.8222708170065534,0.049451716244220734,0.668749988079071,1.2864393228664994
wine-quality-white,CatBoost,4408,490,7,0.3954911860083096,0.7508560652135945,0.06501259654760361,0.722449004650116,4.044275162275881
wine-quality-white,ExtraTrees,4408,490,7,0.3705945124110859,0.6927943165003546,0.03944751247763634,0.7244898080825806,3.517554458230734
wine-quality-white,LightGBM,4408,490,7,0.3719037592354114,0.7100975205707395,0.07650388777256012,0.7204081416130066,3.2630082410760224
wine-quality-white,LinearModel,4408,490,7,0.5491616174604663,1.0199741189087232,0.054090458899736404,0.581632673740387,5.229418547358364
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5112133652457561,0.936728878714969,0.052880655974149704,0.6081632375717163,3.0151410568505526
wine-quality-white,NeuralNetTorch,4408,490,7,0.5117497867768873,0.9345787997161336,0.05693195015192032,0.6102041006088257,2.3196114976890385
wine-quality-white,RandomForest,4408,490,7,0.37891680307006625,0.7122329095641439,0.0498913899064064,0.7102040648460388,3.447718432173133
wine-quality-white,XGBoost,4408,490,7,0.3833487795469082,0.72840374137329,0.0571773499250412,0.722449004650116,3.5826771981082857
